          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.630859375    -27.306    -64.025 69.604728725856     109.97      26.48
  2.7476E-005 1.611328125    -28.828    -62.111 68.4750312522747     109.97      26.48
  3.7748E-005 1.5966796875    -27.565    -62.058 67.9045255413805     109.97      26.48
  5.1859E-005 1.54296875    -26.742    -60.649 66.2829975559344     109.97      26.48
  7.1245E-005 1.572265625    -25.783    -56.044 61.6902992779254     109.97      26.48
  9.7878E-005     1.5625    -26.584    -51.616 58.0596289343981     109.97      26.48
  0.000134467 1.5673828125    -21.949    -45.043 50.1061917331581     109.97      26.48
  0.000184734 1.572265625    -19.728    -38.025 42.838004260236     109.97      26.48
  0.000253792     1.5625    -14.789    -28.424 32.041196872152     109.97      26.48
  0.000348666 1.552734375    -12.038    -17.379 21.141028475455     109.97      26.48
  0.000479005 1.5673828125      -5.66     -2.473 6.17667620974258     109.97      26.48
    0.000658 1.5673828125       0.94      14.39 14.4206691939036     109.97      26.48
    0.000904 1.5771484375      9.552     33.551 34.8842414995654     109.97      26.48
    0.001242 1.54296875     17.278      54.17 56.8587564408509     109.97      26.48
    0.001706 1.630859375     23.543      76.53 80.0694308022731     109.97      26.48
    0.002344 1.611328125     26.755     90.666 94.531230717684     109.97      26.48
    0.003221  1.6015625     31.993    102.395 107.276689331839     109.97      26.48
    0.004424 1.5869140625     37.717    115.435 121.440567002958     109.97      26.48
    0.006078 1.5869140625     39.612    122.948 129.171673551131     109.97      26.48
    0.008351 1.5771484375     40.464     131.04 137.145240150725     109.97      26.48
    0.011472  1.6015625     39.979    136.308 142.049960594855     109.97      26.48
    0.015761  1.6015625     42.988    138.936 145.434453414588     109.97      26.48
    0.021653 1.58203125     42.109    141.218 147.362449100848     109.97      26.48
    0.029747 1.5869140625     43.178    142.063 148.479748292486     109.97      26.48
    0.040867 1.5673828125      43.91    143.271 149.848815614272     109.97      26.48
    0.056144 1.591796875     44.711    145.243 151.969084257292     109.97      26.48
    0.077132 1.533203125     45.703    143.566 150.665060863493     109.97      26.48
    0.105966 1.54296875      47.83    146.163 153.789893910491     109.97      26.48
    0.145579 1.5771484375     46.062    144.892 152.037493757297     109.97      26.48
         0.2 1.5576171875     47.561    144.899 152.504979990819     109.97      26.48
