          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.7236328125    -22.352    -53.765 58.22617219945     180.04      26.55
  2.8822E-005    1.71875    -22.623    -52.359 57.0374000985318     180.04      26.55
  4.1535E-005    1.71875    -23.014    -52.602 57.4161527795097     180.04      26.55
  5.9856E-005    1.71875    -23.929    -50.476 55.8607520268032     180.04      26.55
  8.6258E-005    1.71875    -21.587    -51.901 56.2113188779626     180.04      26.55
  0.000124305 1.7138671875    -21.451    -49.682 54.115122886306     180.04      26.55
  0.000179135    1.71875     -21.34    -45.745 50.4777240473459     180.04      26.55
  0.00025815 1.7138671875    -16.865    -43.709 46.8498122301467     180.04      26.55
  0.000372018 1.7138671875    -17.764    -37.868 41.8275641174573     180.04      26.55
    0.000536 1.7138671875    -14.719     -32.73 35.8873495956444     180.04      26.55
    0.000773 1.7138671875    -12.934     -25.37 28.4767493931453     180.04      26.55
    0.001113 1.7138671875     -8.337    -15.712 17.7868634952878     180.04      26.55
    0.001604 1.7138671875     -3.861     -2.843 4.79478570949735     180.04      26.55
    0.002312 1.7138671875      2.771     13.049 13.3399715891751     180.04      26.55
    0.003332 1.7138671875      8.685     30.506 31.7182165482235     180.04      26.55
    0.004802 1.7138671875     14.077      45.72 47.8380636000246     180.04      26.55
     0.00692 1.7138671875     20.982     62.191 65.6350882150698     180.04      26.55
    0.009972 1.7138671875     23.228     73.105 76.7064600213046     180.04      26.55
    0.014371 1.7138671875     26.751     82.069 86.3188088541541     180.04      26.55
     0.02071 1.708984375     30.902     89.502 94.6865439648105     180.04      26.55
    0.029845 1.7138671875     30.022     94.006 98.6835777624626     180.04      26.55
    0.043009 1.7138671875     31.447      97.45 102.398321807537     180.04      26.55
    0.061979 1.708984375      31.29     98.867 103.700278635113     180.04      26.55
    0.089318 1.708984375      30.25     99.769 104.254092778173     180.04      26.55
    0.128716 1.708984375     32.694     101.61 106.740291061998     180.04      26.55
    0.185491 1.708984375     30.989     98.567 103.323625613893     180.04      26.55
     0.26731 1.708984375     31.618     99.466 104.370412857284     180.04      26.55
    0.385218 1.708984375      31.68     99.544 104.463535915649     180.04      26.55
       0.555 1.708984375     33.662     97.895 103.520825291339     180.04      26.55
         0.8 1.7041015625     31.679     99.036 103.979268784696     180.04      26.55
