          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.513671875    -36.229      7.588 37.0151075238206     104.92      23.32
  2.8141E-005 1.728515625    -36.203      7.605 36.9931511769408     104.92      23.32
  3.9596E-005 1.7431640625    -35.206      7.541 36.0045707792775     104.92      23.32
  5.5714E-005 1.7333984375     -33.49      6.955 34.2045629266038     104.92      23.32
  7.8393E-005 1.73828125    -31.709      7.054 32.4841437781574     104.92      23.32
  0.000110303 1.7724609375    -28.239      5.916 28.8520393906566     104.92      23.32
  0.000155202 1.748046875    -23.838      5.874 24.5510513013191     104.92      23.32
  0.000218378 1.73828125    -20.223       4.71 20.7642440026118     104.92      23.32
  0.000307271 1.7333984375    -12.765      3.711 13.2934850960912     104.92      23.32
  0.000432347 1.728515625     -4.953      2.873 5.72593555674529     104.92      23.32
    0.000608 1.728515625      3.812      1.124 3.9742571632948     104.92      23.32
    0.000856 1.728515625     14.277   0.261634 14.2793970933634     104.92      23.32
    0.001204 1.7236328125     25.625     -1.536 25.6709937672853     104.92      23.32
    0.001695 1.748046875     36.656     -3.023 36.7804413377545     104.92      23.32
    0.002384 1.7333984375     46.601     -4.473 46.8151784146979     104.92      23.32
    0.003355 1.728515625      55.14     -5.006 55.3667737546626     104.92      23.32
    0.004721 1.7236328125     61.367     -5.884 61.6484399234887     104.92      23.32
    0.006642 1.73828125     66.854     -6.374 67.1571678378414     104.92      23.32
    0.009346 1.7822265625     71.362     -6.721 71.6777991082316     104.92      23.32
    0.013151 1.7529296875     74.873     -6.654 75.1680906036597     104.92      23.32
    0.018504 1.73828125     76.697     -6.548 76.9760099836306     104.92      23.32
    0.026036 1.7333984375     77.758     -7.599 78.1284286607634     104.92      23.32
    0.036634 1.77734375     78.421     -6.669 78.7040583578763     104.92      23.32
    0.051546 1.748046875     78.881     -6.686 79.1638475378755     104.92      23.32
    0.072528 1.73828125     79.087     -7.198 79.413882747288     104.92      23.32
     0.10205 1.767578125     79.241     -6.906 79.541366074515     104.92      23.32
    0.143591 1.7626953125     79.656     -7.067 79.9688741011151     104.92      23.32
     0.20204 1.7431640625     79.235      -6.85 79.530545861323     104.92      23.32
    0.284282 1.7529296875     79.521     -7.552 79.8787965920869     104.92      23.32
         0.4 1.7724609375     79.061     -7.356 79.4024713532268     104.92      23.32
