          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5380859375    -14.338     -26.85 30.4384747318258     229.98      23.93
  2.8822E-005 1.5380859375    -14.828    -25.678 29.6518004175126        230       23.8
  4.1535E-005 1.5380859375    -13.691    -26.053 29.4313147854458     230.02      23.77
  5.9856E-005 1.5380859375    -13.557     -24.65 28.1320946429518     229.89      24.12
  8.6258E-005 1.54296875    -12.676    -25.863 28.8023565876128     230.09      23.42
  0.000124305 1.54296875    -12.636    -26.578 29.4288732370099     230.04      23.53
  0.000179135 1.54296875    -12.732    -23.609 26.8232866181607     230.02      23.59
  0.00025815 1.54296875    -12.272    -23.868 26.8380962066984     230.01      23.59
  0.000372018 1.54296875    -10.554    -20.849 23.3680918562043     230.05      23.39
    0.000536 1.5478515625     -8.912    -18.002 20.0872035883545     230.02      23.56
    0.000773 1.552734375     -8.898    -15.532 17.900207484831     229.95      23.73
    0.001113 1.552734375     -6.012     -9.778 11.4783896083031     229.98      23.57
    0.001604 1.5576171875     -4.539     -7.466 8.73748688124909     230.03      23.44
    0.002312 1.552734375  -0.384209   0.268594 0.468784910718125     230.02          0
    0.003332 1.5576171875      1.231      9.472 9.55165666259     229.97      23.57
    0.004802 1.5576171875      5.695     18.466 19.3242381738582     230.05      23.28
     0.00692     1.5625       8.77     27.049 28.4352123431495     230.04      23.29
    0.009972     1.5625     12.257     35.816 37.8552493717846     229.98      23.51
    0.014371     1.5625      16.15     43.673 46.5634344631063     230.03      23.27
     0.02071 1.5673828125     18.703       49.1 52.5415284227629     229.99      23.39
    0.029845 1.572265625     19.977      52.16 55.8546876188561        230      23.36
    0.043009 1.5771484375     19.967     55.232 58.7303576781208        230      23.36
    0.061979 1.5771484375     20.768     58.725 62.2891278555094     230.02      23.21
    0.089318 1.58203125     22.006     62.025 65.8131040219195     229.95      23.47
    0.128716 1.5869140625     22.708     62.261 66.2728102995489     229.99      23.29
    0.185491 1.58203125     22.271     61.298 65.2184195224018     230.02      23.18
     0.26731 1.58203125     23.775     62.272 66.6562270834466     230.04      23.11
    0.385218 1.58203125     20.696     57.397 61.0142608330217     229.99       23.2
       0.555 1.58203125     23.091     60.392 64.655919643912     230.08      22.81
         0.8 1.58203125     23.834     60.769 65.2758065212526     230.05          0
