          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.6455078125      5.953    -12.984 14.2836432677381     156.51      14.13
  2.7476E-005 1.748046875      5.909    -12.839 14.1335134343871     156.51      14.13
  3.7748E-005 1.7529296875      5.956    -12.613 13.9485377369816     156.51      14.13
  5.1859E-005 1.7529296875      5.488    -12.638 13.7781416744059     156.51      14.13
  7.1245E-005 1.7529296875      5.403    -12.382 13.5094904789189     156.51      14.13
  9.7878E-005 1.7529296875      1.048    -13.739 13.7789123300789     156.51      14.13
  0.000134467 1.767578125      -7.77    -17.085 18.7688605141601     156.51      14.13
  0.000184734 1.7626953125     -7.485    -16.552 18.165735025041     156.51      14.13
  0.000253792 1.7626953125     -6.886    -15.359 16.8319896922497     156.51      14.13
  0.000348666 1.767578125     -6.291    -14.108 15.4470820869186     156.51      14.13
  0.000479005 1.767578125     -5.359     -11.48 12.6692257458773     156.51      14.13
    0.000658 1.767578125     -3.907     -8.948 9.76377759885998     156.51      14.13
    0.000904 1.767578125     -2.479     -5.011 5.59066740201919     156.51      14.13
    0.001242 1.767578125  -0.385938     -0.962 1.03652889001899     156.51      14.13
    0.001706 1.767578125      1.428      4.493 4.71447059594182     156.51      14.13
    0.002344 1.767578125      4.846     10.323 11.4038609689877     156.51      14.13
    0.003221 1.767578125      7.259     17.275 18.7381617561595     156.51      14.13
    0.004424 1.7626953125      9.921     23.409 25.4245456596573     156.51      14.13
    0.006078 1.7626953125      13.07     30.249 32.9518876697527     156.51      14.13
    0.008351 1.7626953125     15.606     35.853 39.1022358056416     156.51      14.13
    0.011472 1.767578125      17.74     41.982 45.5762649193635     156.51      14.13
    0.015761 1.767578125     20.368     46.678 50.9282937864602     156.51      14.13
    0.021653 1.767578125     21.909     50.614 55.152346069773     156.51      14.13
    0.029747 1.767578125     22.882     53.125 57.8433362540578     156.51      14.13
    0.040867 1.767578125     23.634      55.01 59.8720807722598     156.51      14.13
    0.056144 1.7626953125     24.397     55.338 60.4773333820201     156.51      14.13
    0.077132 1.767578125     24.549     55.858 61.0145029070958     156.51      14.13
    0.105966 1.767578125     24.924     55.979 61.2768652674074     156.51      14.13
    0.145579 1.767578125     24.994     55.696 61.0470675135178     156.51      14.13
         0.2 1.767578125     25.197     55.549 60.9965590013076     156.51      14.13
