          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5283203125    -18.216    -45.946 49.4252726042052      80.07      29.93
  2.7689E-005 2.1435546875    -18.449    -45.612 49.20183070781      80.07      29.93
  3.8333E-005 2.1435546875    -18.231      -42.4 46.1533244848082      80.07      29.93
  5.307E-005 2.1435546875    -16.584    -40.063 43.3598088671987      80.07      29.93
  7.3472E-005 2.1435546875    -16.473    -35.671 39.2909655009902      80.07      29.93
  0.000101717  2.1484375    -13.583    -31.366 34.180752551692      80.07      29.93
  0.000140821 2.1435546875    -11.301     -23.51 26.0851049643278      80.07      29.93
  0.000194957  2.1484375     -8.174    -16.428 18.3492087022847      80.07      29.93
  0.000269906 2.1435546875     -4.487     -5.829 7.35597784118468      80.07      29.93
  0.000373667 2.1435546875      0.713      5.357 5.40424074223197      80.07      29.93
    0.000517  2.1484375      4.649      18.92 19.4828026987905      80.07      29.93
    0.000716  2.1484375      8.106     31.605 32.6279521422966      80.07      29.93
    0.000992  2.1484375      13.64     46.108 48.0832326700275      80.07      29.93
    0.001373  2.1484375     16.874     58.736 61.1117793228114      80.07      29.93
      0.0019  2.1484375     21.171     70.615 73.7203463502444      80.07      29.93
    0.002631  2.1484375     23.423     81.509 84.8077473465721      80.07      29.93
    0.003642 2.1435546875     26.087     88.517 92.2810427877795      80.07      29.93
    0.005043  2.1484375     27.088     95.777 99.5338810305315      80.07      29.93
    0.006981 2.1533203125       28.5    101.952 105.860570109933      80.07      29.93
    0.009665  2.1484375      30.61     106.32 110.63866638748      80.07      29.93
    0.013381 2.1533203125     30.884    108.799 113.097497129689      80.07      29.93
    0.018525  2.1484375     30.876    109.699 113.961388097022      80.07      29.93
    0.025647  2.1484375     30.756    111.723 115.879076044815      80.07      29.93
    0.035506  2.1484375     30.612    111.794 115.909417132518      80.07      29.93
    0.049156  2.1484375     31.284    113.143 117.388360176808      80.07      29.93
    0.068053  2.1484375     30.913    113.703 117.83032622377      80.07      29.93
    0.094215 2.1533203125     31.167    112.952 117.173103539166      80.07      29.93
    0.130435 2.1533203125      31.18    113.372 117.581472962368      80.07      29.93
    0.180579 2.1533203125     30.715    112.863 116.967807511298      80.07      29.93
        0.25 2.1533203125     30.884    112.763 116.915848476586      80.07      29.93
