          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5576171875    -10.927    -78.699 79.4539610718056      80.03      24.35
  2.7476E-005 1.5576171875    -10.515    -74.594 75.3314679333942      80.03      24.35
  3.7748E-005 1.5576171875     -9.028    -71.696 72.2621699092962      80.03      24.35
  5.1859E-005     1.5625     -7.926    -62.594 63.0938215041695      80.03      24.35
  7.1245E-005     1.5625     -6.788    -55.879 56.2897822433166      80.03      24.35
  9.7878E-005     1.5625     -5.108    -44.483 44.7753163361243      80.03      24.35
  0.000134467     1.5625     -1.508    -32.747 32.7817033267034      80.03      24.35
  0.000184734     1.5625  -0.138462    -16.251 16.2515898522404      80.03      24.35
  0.000253792     1.5625      3.087  -0.106448 3.08883476034313      80.03      24.35
  0.000348666     1.5625      5.826      19.93 20.7640837987136      80.03      24.35
  0.000479005 1.5576171875      8.692     39.417 40.3639784089725      80.03      24.35
    0.000658 1.5576171875     11.573     59.079 60.201848559658      80.03      24.35
    0.000904     1.5625     14.545     78.262 79.6021210081741      80.03      24.35
    0.001242     1.5625     16.286     95.622 96.9989725718783      80.03      24.35
    0.001706     1.5625     17.691    111.381 112.777207989913      80.03      24.35
    0.002344     1.5625     19.282     124.22 125.707612832318      80.03      24.35
    0.003221     1.5625     20.048    132.595 134.102037005409      80.03      24.35
    0.004424     1.5625     21.131    139.196 140.790786548694      80.03      24.35
    0.006078     1.5625     22.184    145.887 147.56404245276      80.03      24.35
    0.008351 1.5576171875     22.534    146.915 148.633099883572      80.03      24.35
    0.011472 1.5576171875     23.017    149.441 151.203157275237      80.03      24.35
    0.015761 1.5576171875     21.253    150.429 151.922921410826      80.03      24.35
    0.021653 1.5576171875     22.803    149.341 151.071873920992      80.03      24.35
    0.029747 1.5576171875     23.221    150.883 152.659406948933      80.03      24.35
    0.040867 1.5576171875     22.586    150.211 151.899545479899      80.03      24.35
    0.056144 1.5576171875     23.286    149.684 151.484446898023      80.03      24.35
    0.077132 1.5576171875     23.221    149.199 150.995219930963      80.03      24.35
    0.105966 1.5576171875     22.611    147.929 149.647072681025      80.03      24.35
    0.145579     1.5625     21.356     148.61 150.136640551199      80.03      24.35
         0.2 1.5576171875     22.005    144.547 146.212363478606      80.03      24.35
