         TAU   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      5E-005 1.5771484375     43.605    135.063 141.927481461484      79.96       21.9
      0.0001 1.5771484375     38.058    114.865 121.005700646705      79.96       21.9
     0.00015 1.572265625     30.396     94.976 99.7213988670436      79.96       21.9
      0.0002 1.5771484375     23.892      80.02 83.5106464111014      79.96       21.9
     0.00025 1.572265625     21.647     67.566 70.9489743759556      79.96       21.9
      0.0003 1.572265625     18.806      56.56 59.6045236202757      79.96       21.9
     0.00035 1.572265625     15.813     48.149 50.679159128778      79.96       21.9
      0.0004 1.572265625     12.138      39.88 41.6862740479405      79.96       21.9
     0.00045 1.5771484375     11.323     35.472 37.2353744844872      79.96       21.9
      0.0005 1.572265625      8.805     30.421 31.6696268686576      79.96       21.9
     0.00055 1.5771484375      8.414     26.513 27.816084645399      79.96       21.9
      0.0006 1.572265625      6.964     22.508 23.5607164576971      79.96       21.9
     0.00065 1.572265625      6.031     19.488 20.399880024157      79.96       21.9
      0.0007 1.572265625      5.065     17.611 18.3248887036184      79.96       21.9
     0.00075 1.572265625      4.156     13.919 14.5262141317      79.96       21.9
      0.0008 1.572265625      3.434     13.179 13.6190453777054      79.96       21.9
     0.00085 1.572265625      3.003     10.317 10.7451616088359      79.96       21.9
      0.0009 1.572265625      2.385      9.172 9.47701477259585      79.96       21.9
     0.00095 1.572265625      3.304      8.654 9.26326788989717      79.96       21.9
       0.001 1.5771484375      2.024      7.486 7.75479026150933      79.96       21.9
     0.00105 1.572265625      2.694      6.491 7.02785294382289      79.96       21.9
      0.0011 1.572265625      1.926      6.626 6.90024289427553      79.96       21.9
     0.00115 1.572265625      1.173      6.764 6.86495629993374      79.96       21.9
      0.0012 1.572265625   0.354433      5.034 5.04646200337316      79.96       21.9
     0.00125 1.572265625      1.215      4.478 4.63990398607557      79.96       21.9
      0.0013 1.572265625      1.141      2.931 3.1452570642159      79.96       21.9
     0.00135 1.5771484375      0.738      3.412 3.49090074336123      79.96       21.9
      0.0014 1.572265625      1.856      3.377 3.85342250473524      79.96       21.9
     0.00145 1.572265625  -0.221984      2.322 2.33258673927809      79.96       21.9
      0.0015 1.5771484375      1.138      1.854 2.17539881401089      79.96       21.9
