          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.533203125     12.472    -17.447 21.4464121241759     292.57          0
  3.2583E-005 1.533203125     11.979    -17.203 20.9628158890928     292.57          0
  5.3082E-005 1.5283203125      9.653    -17.188 19.7131365591577     292.57          0
  8.6478E-005 1.533203125     11.452    -17.572 20.9743531008706     292.57          0
  0.000140886 1.5283203125     11.348    -17.235 20.635462897643     292.57          0
  0.000229523 1.5283203125      10.22    -16.356 19.2864495436563     292.57          0
  0.000373926 1.533203125      9.383    -15.581 18.1881348686444     292.57          0
    0.000609 1.5283203125      9.351    -13.396 16.3368912893488     292.57          0
    0.000992 1.533203125       7.46    -11.039 13.32332995163     292.57          0
    0.001617 1.533203125      4.329     -8.065 9.15338549390334     292.57          0
    0.002634 1.5283203125      1.148      -3.34 3.53178481790723     292.57          0
    0.004291 1.533203125     -3.205      2.291 3.93963272399852     292.57          0
    0.006991 1.5283203125     -8.735     10.128 13.3744760271197     292.57          0
    0.011389 1.533203125    -14.788     17.351 22.7978539560196     292.57          0
    0.018555 1.533203125    -18.304     22.628 29.1043433184808     292.57          0
    0.030229 1.5283203125    -21.564      26.31 34.0179687224267     292.57          0
    0.049247 1.5283203125    -23.787     28.751 37.3154307224237     292.57          0
     0.08023 1.533203125    -23.723     30.285 38.4702736408256     292.57          0
    0.130706 1.5283203125    -25.361     32.381 41.1303960836751     292.57          0
    0.212939 1.5283203125    -25.712     31.467 40.6359327812221     292.57          0
    0.346908 1.5283203125    -26.571      31.17 40.9583561803938     292.57          0
       0.565 1.533203125    -26.678     31.765 41.4816936611802     292.57          0
       0.921 1.5283203125    -26.766     32.172 41.8504042991224     292.57          0
         1.5 1.5283203125    -26.204     31.866 41.256412495514     292.57          0
