          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005     1.5625    -27.402      -45.8 53.3714305972774      84.98      34.33
  2.7689E-005 1.513671875    -25.511    -44.663 51.4353447543613      84.98      34.33
  3.8333E-005 1.513671875    -25.794    -42.996 50.1396694444628      84.98      34.33
  5.307E-005 1.513671875     -22.41    -40.107 45.9432209253988      84.98      34.33
  7.3472E-005 1.513671875    -22.129    -37.445 43.4950648464857      84.98      34.33
  0.000101717 1.513671875    -19.506    -33.659 38.902600388663      84.98      34.33
  0.000140821 1.513671875    -17.337    -26.223 31.435923686127      84.98      34.33
  0.000194957 1.513671875    -13.858    -20.242 24.53126022038      84.98      34.33
  0.000269906 1.513671875     -8.825    -10.716 13.8821209114458      84.98      34.33
  0.000373667 1.513671875     -4.594      1.047 4.71179848889997      84.98      34.33
    0.000517 1.513671875       4.06     12.436 13.0819607093127      84.98      34.33
    0.000716 1.513671875      8.644     24.797 26.2604254535223      84.98      34.33
    0.000992 1.513671875     16.249     38.283 41.5886774254724      84.98      34.33
    0.001373 1.513671875     22.742     51.252 56.0710804960989      84.98      34.33
      0.0019 1.513671875     28.993     62.132 68.5636891729143      84.98      34.33
    0.002631 1.513671875     33.723     75.432 82.627037663225      84.98      34.33
    0.003642 1.513671875     37.377     83.719 91.6837558676563      84.98      34.33
    0.005043 1.513671875     42.048     91.044 100.284815600369      84.98      34.33
    0.006981 1.513671875     43.274     95.292 104.657557491086      84.98      34.33
    0.009665 1.513671875     46.243    100.315 110.460464755495      84.98      34.33
    0.013381 1.513671875     48.162    103.001 113.704811881468      84.98      34.33
    0.018525 1.513671875     48.454    105.569 116.157668179935      84.98      34.33
    0.025647 1.513671875     49.637     107.75 118.633444984962      84.98      34.33
    0.035506 1.513671875     48.618    108.299 118.711344550553      84.98      34.33
    0.049156 1.513671875     49.451    107.931 118.720268539117      84.98      34.33
    0.068053 1.513671875     49.576    108.076 118.904169615704      84.98      34.33
    0.094215 1.5087890625     49.532     108.41 119.189542846678      84.98      34.33
    0.130435 1.5087890625     49.642    108.419 119.243480849059      84.98      34.33
    0.180579 1.513671875     51.272    108.264 119.791116865985      84.98      34.33
        0.25 1.513671875     51.179    107.397 118.968086687145      84.98      34.33
