          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 2.4169921875      9.759    -13.012     16.265     110.02      23.75
  2.7476E-005 2.4169921875      9.625    -12.639 15.8866278989596     109.99      23.89
  3.7748E-005 2.4365234375      9.119     -12.08 15.1354735968188     110.04      23.73
  5.1859E-005   2.421875      8.799    -11.669 14.614648883911     110.04      23.68
  7.1245E-005 2.32421875      8.419    -11.082 13.9172657156498     110.01      23.79
  9.7878E-005 2.431640625      7.411      -9.43 11.9936575322126     110.02      23.71
  0.000134467 2.3388671875      6.442     -8.168 10.4026721567105     109.99          0
  0.000184734 2.392578125      5.331     -6.712 8.57149374379985     110.02      23.64
  0.000253792 2.4365234375      3.976     -4.789 6.22439531199618     109.94      23.97
  0.000348666 2.470703125      1.954     -2.036 2.8219518068174     109.98          0
  0.000479005 2.470703125     -1.075      1.839 2.13015163779483     109.95      23.83
    0.000658 2.4560546875     -3.584      5.838 6.8503503560037     109.94      23.96
    0.000904 2.470703125      -7.16     10.137 12.4106554621422     110.03      23.59
    0.001242 2.4365234375    -13.602     19.062 23.4173919982563     110.04      23.56
    0.001706 2.48046875    -15.796     21.056 26.3224001945111     110.03      23.65
    0.002344 2.412109375     -19.37     25.937 32.371667689509     109.98       23.8
    0.003221 2.451171875    -23.865     31.075 39.1815498672526     110.01      23.75
    0.004424 2.392578125    -27.337     35.551 44.846239195723     110.01      23.72
    0.006078 2.470703125    -31.499      40.88 51.6077649293205     110.02      23.69
    0.008351 2.4560546875     -33.52     42.903 54.4449980163467        110      23.78
    0.011472 2.4560546875    -35.241     46.029 57.9706556975165        110          0
    0.015761 2.4072265625    -37.292     48.525 61.1994190250202        110      23.76
    0.021653 2.4658203125    -38.012     48.739 61.8094027232103     109.97      23.85
    0.029747 2.4462890625    -37.778     49.318 62.1244107255755     109.93      23.98
    0.040867 2.4560546875    -38.071     49.971 62.8211897531398     110.03      23.64
    0.056144 2.44140625     -38.11     49.382 62.3775121658439        110      23.79
    0.077132 2.470703125    -38.293     49.496 62.5796122151616     109.93      24.04
    0.105966 2.412109375    -38.229     49.594 62.618058713122     110.03      23.66
    0.145579 2.4560546875     -38.27     49.542 62.6019381808583     110.03      23.68
         0.2  2.4609375    -38.668     49.588 62.8823025023734     110.05      23.56
