          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005  3.8671875      1.107    -18.793 18.8255756352893        195      23.45
  2.8141E-005 3.8232421875      1.138    -18.723 18.7575524256231     194.97      23.51
  3.9596E-005   3.828125       1.33    -19.099 19.1452527013879     195.04       23.3
  5.5714E-005 3.837890625      1.408    -18.496 18.5495142793551     194.99      23.45
  7.8393E-005 3.84765625      0.874    -18.759 18.7793492166262     195.01      23.35
  0.000110303 3.8525390625      1.105    -17.824 17.8582194241195     194.98      23.43
  0.000155202 3.857421875      1.438    -17.165 17.2251289980656     194.98      23.47
  0.000218378 3.8623046875      1.346    -15.917 15.9738099713249     195.01      23.32
  0.000307271  3.8671875      0.779    -15.567 15.5864790764303     194.99       23.4
  0.000432347 3.876953125       1.07    -13.989 14.0298617598321     194.98      23.38
    0.000608 3.876953125       0.93    -12.194 12.2294127414198     195.06      22.97
    0.000856 3.8818359375      1.062     -9.368 9.42800445481439     194.99      23.33
    0.001204 3.88671875      0.731     -5.675 5.72188657699539     194.97          0
    0.001695 3.8916015625   0.000982     -1.573 1.57300030652381     195.01      23.22
    0.002384 3.8916015625  -0.356993      3.305 3.32422457154281        195      23.33
    0.003355 3.896484375      -0.92      8.671 8.71966977585734     195.04       23.1
    0.004721 3.896484375     -1.304      16.31 16.3620449822142     194.96      23.42
    0.006642 3.9013671875     -1.153      22.61 22.6393796072242        195      23.17
    0.009346    3.90625     -2.939     30.628 30.768687086062     194.98       23.3
    0.013151 3.916015625     -3.248     36.783 36.9261234493956     194.99      23.25
    0.018504 3.9208984375     -4.958     43.032 43.3166802513766     195.06      23.04
    0.026036 3.9208984375     -5.134     47.945 48.2190935315047     195.01       23.2
    0.036634 3.92578125     -5.114      51.74 51.9921205184016     194.98      23.35
    0.051546 3.9306640625     -6.068     55.657 55.986804454264     195.01      23.21
    0.072528 3.935546875     -5.488     57.062 57.3252997201061     194.99          0
     0.10205  3.9453125     -6.548     57.521 57.8925016301766     195.04      23.05
    0.143591  3.9453125     -6.036     56.903 57.2222396013997     195.01      23.13
     0.20204 3.9501953125     -5.958     57.402 57.7103748731543     194.98      23.23
    0.284282 3.955078125     -5.884     57.568 57.8679192644768        195      23.17
         0.4 3.9697265625     -7.003     57.518 57.9427504783817     195.04      22.98
