          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005     1.5625     -6.086     -4.383 7.50000566666453         50       7.69
  2.5993E-005 2.08984375     -5.137     -3.721 6.34307575234602         50       7.69
  3.3782E-005 2.08984375     -3.953     -2.851 4.8738496078562         50       7.69
  4.3905E-005 2.08984375     -3.006     -1.654 3.43099868842878         50       7.69
  5.7062E-005 2.08984375      -1.45  -0.263187 1.47369175778689         50       7.69
  7.4161E-005 2.08984375  -0.005383       0.99 0.990014634583247         50       7.69
  9.6383E-005 2.08984375      2.521      2.494 3.54619190118076         50       7.69
  0.000125265 2.08984375      4.199      4.518 6.16797576194978         50       7.69
  0.000162802 2.08984375      7.057      6.672 9.71168538411331         50       7.69
  0.000211586 2.08984375       8.94      8.932 12.6374136594479         50       7.69
  0.00027499 2.08984375     11.329     10.609 15.5208608653         50       7.69
  0.000357392 2.08984375     12.991     12.631 18.1192781865062         50       7.69
  0.000464487 2.0947265625     15.792     14.262 21.2789075847422         50       7.69
    0.000604 2.0947265625     16.863     15.643 23.0013960011126         50       7.69
    0.000785 2.0947265625      18.54     17.118 25.2340548465759         50       7.69
     0.00102 2.0947265625     19.501     18.013 26.5472629474302         50       7.69
    0.001325 2.0947265625     20.879     19.398 28.4993867477881         50       7.69
    0.001722 2.0947265625     21.442     20.113 29.3988457766627         50       7.69
    0.002238 2.0947265625      22.23     20.819 30.4565864961916         50       7.69
    0.002909 2.0947265625     21.728     21.428 30.5166375605177         50       7.69
    0.003781 2.099609375     22.548     20.728 30.6278025329928         50       7.69
    0.004914 2.099609375     22.975     21.428 31.4167122563772         50       7.69
    0.006386 2.099609375     22.666     21.366 31.1488926287918         50       7.69
      0.0083 2.099609375     23.079     21.175 31.3212526250149         50       7.69
    0.010787 2.099609375      22.65     21.556 31.2679330305027         50       7.69
     0.01402 2.099609375     22.867     21.047 31.0785440135152         50       7.69
    0.018221 2.099609375     22.517     21.348 31.0282515298558         50       7.69
    0.023681 2.099609375     22.036     20.863 30.3455114473294         50       7.69
    0.030777 2.099609375     22.894     21.032 31.0882656319068         50       7.69
        0.04 2.099609375     22.155       21.1     30.595         50       7.69
