          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.58203125    -31.872    -21.497 38.4440553662071      75.01      10.96
  2.7377E-005 1.5771484375    -30.255     -20.12 36.3342734205598      75.01      10.96
  3.7475E-005 1.5771484375    -27.671    -18.813 33.4606217814314      75.01      10.96
  5.1297E-005 1.572265625    -24.963    -16.318 29.8232877630888      75.01      10.96
  7.0217E-005 1.572265625    -22.329    -13.767 26.2319372140145      75.01      10.96
  9.6116E-005 1.572265625     -17.64    -10.709 20.6361886258098      75.01      10.96
  0.000131568 1.572265625    -12.262      -6.67 13.9587085362508      75.01      10.96
  0.000180095 1.572265625     -5.387     -1.088 5.49577228421993      75.01      10.96
  0.000246522 1.5771484375        1.8      4.757 5.08616250231941      75.01      10.96
  0.000337449 1.58203125      10.13     10.669 14.7120515564621      75.01      10.96
  0.000461915 1.58203125     18.469     18.116 25.8707057692673      75.01      10.96
    0.000632 1.5869140625     26.844     24.707 36.4833686081754      75.01      10.96
    0.000866 1.58203125     35.368     32.142 47.791250119661      75.01      10.96
    0.001185 1.58203125      42.65     37.779 56.9760944695229      75.01      10.96
    0.001622 1.58203125     48.176     42.587 64.3006963026062      75.01      10.96
     0.00222 1.5771484375     53.305     47.124 71.1483970374597      75.01      10.96
    0.003039 1.5771484375      57.32     50.759 76.5640808800053      75.01      10.96
    0.004159 1.5771484375     60.684     54.191 81.3585418809851      75.01      10.96
    0.005694 1.5771484375     63.086     55.748 84.1883774638756      75.01      10.96
    0.007794 1.58203125     65.129     58.009 87.2171469494388      75.01      10.96
    0.010668 1.58203125     66.176     58.776 88.5092150682628      75.01      10.96
    0.014603 1.58203125     66.326     59.709 89.2429434577323      75.01      10.96
    0.019989 1.58203125     66.995     59.398 89.5346437363773      75.01      10.96
    0.027362 1.58203125     67.514     59.845 90.2195334780667      75.01      10.96
    0.037455 1.58203125     67.206     60.373 90.3412727661062      75.01      10.96
     0.05127 1.58203125     67.133     60.403 90.3070434573074      75.01      10.96
     0.07018 1.58203125     67.083     60.582 90.3897539160275      75.01      10.96
    0.096065 1.5771484375      67.01     60.108 90.0183968086524      75.01      10.96
    0.131498 1.572265625     67.463     59.979 90.2703539928807      75.01      10.96
        0.18 1.5771484375     67.356      60.01 90.211035001268      75.01      10.96
