          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 1.5966796875    -40.017    -26.422 47.9529182949276      90.01      13.09
  2.7726E-005  1.7578125    -37.619    -25.319 45.345792770664      90.01      13.09
  3.8437E-005 1.7626953125    -36.551    -24.186 43.8285089525072      90.01      13.09
  5.3286E-005 1.7626953125    -34.152    -22.581 40.9421624367839      90.01      13.09
  7.387E-005 1.7529296875    -32.449    -21.293 38.8114602920323      90.01      13.09
  0.000102407  1.7578125    -28.394     -18.23 33.7424382047297      90.01      13.09
  0.000141968  1.7578125    -24.224    -15.047 28.5169140160712      90.01      13.09
  0.000196812  1.7578125    -18.424    -10.299 21.107183066435      90.01      13.09
  0.000272842 1.7626953125    -10.819     -5.014 11.924384973658      90.01      13.09
  0.000378243 1.767578125     -1.399       1.11 1.78586141679583      90.01      13.09
    0.000524 1.7626953125       7.62      9.505 12.182340702837      90.01      13.09
    0.000727 1.7626953125     18.113     16.486 24.4922225410435      90.01      13.09
    0.001008 1.767578125     28.885       24.7 38.0056999014621      90.01      13.09
    0.001397 1.767578125     37.824     31.779 49.4020223978736      90.01      13.09
    0.001937 1.767578125     47.333     39.318 61.5330643881808      90.01      13.09
    0.002685 1.767578125     53.959     45.424 70.5330664086002      90.01      13.09
    0.003722 1.767578125     59.921      50.05 78.0738672092013      90.01      13.09
     0.00516 1.767578125     64.613     53.248 83.7268730635511      90.01      13.09
    0.007153 1.767578125     68.016     56.214 88.2393905917306      90.01      13.09
    0.009917 1.767578125      70.52       58.9 91.8818828714345      90.01      13.09
    0.013748 1.767578125     72.196     60.422 94.1439350144235      90.01      13.09
    0.019059 1.767578125     73.186      60.62 95.0314421441662      90.01      13.09
    0.026421 1.767578125     74.055     62.242 96.7378394890024      90.01      13.09
    0.036628 1.767578125     74.856     62.696 97.6432749962843      90.01      13.09
    0.050778 1.767578125     74.703     62.487 97.3918034436163      90.01      13.09
    0.070394 1.7724609375       75.1     61.718 97.2065919781164      90.01      13.09
    0.097587 1.767578125     74.823     62.281 97.3519608944781      90.01      13.09
    0.135286 1.767578125     75.022     61.829 97.2169004083138      90.01      13.09
    0.187548 1.7724609375      74.35     61.731 96.6366331211927      90.01      13.09
        0.26 1.77734375     74.806     61.375 96.7617086506848      90.01      13.09
