          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 6.5380859375      8.315      -1.24 8.4069509930771     149.97      26.55
  2.7476E-005 6.5283203125       8.32     -1.067 8.38813978185867     150.02      26.28
  3.7748E-005 6.54296875      7.845     -0.981 7.90609802620737     150.02      26.34
  5.1859E-005 6.5576171875      8.016     -1.005 8.07875491644597     150.04      26.27
  7.1245E-005 6.552734375      7.677     -1.044 7.74766190537507     150.01      26.28
  9.7878E-005 6.552734375      7.582     -1.056 7.65518517084989     150.06      26.12
  0.000134467 6.5576171875      7.009     -0.773 7.05149700418287     150.03      26.27
  0.000184734     6.5625      6.155     -0.751 6.20064722428232     150.03       26.2
  0.000253792     6.5625      5.521     -0.701 5.56532496804993     149.99      26.42
  0.000348666 6.5576171875      4.432      -0.69 4.48539006107607     150.02      26.28
  0.000479005 6.5576171875      3.139  -0.379158 3.16181621682286     150.02      26.24
    0.000658     6.5625       1.22  -0.064924 1.22172628922194     149.99      26.33
    0.000904     6.5625     -1.152   0.201254 1.16944737911374        150      26.28
    0.001242 6.572265625     -3.722      0.872 3.82278275605612     149.99      26.33
    0.001706     6.5625     -7.212      1.149 7.30295453908896     149.94      26.53
    0.002344     6.5625    -11.232      1.666 11.3548835308866     150.04      26.18
    0.003221 6.572265625    -15.402       2.09 15.543156178846     150.03      26.15
    0.004424 6.572265625    -20.262      2.614 20.4299202152138     150.02       26.2
    0.006078 6.572265625    -25.463      3.147 25.6567335800955        150          0
    0.008351 6.5771484375    -29.914      3.633 30.1338030291565     150.01      26.15
    0.011472 6.58203125    -34.291      4.003 34.5238568239413     149.99      26.34
    0.015761 6.5869140625    -38.414      4.785 38.7108721291577     150.02      26.14
    0.021653 6.591796875    -41.727      4.723 41.9934430357883     149.98      26.32
    0.029747 6.58203125    -43.915      4.871 44.1843169688069     149.98          0
    0.040867 6.58203125    -45.141      4.765 45.3917955802588     150.04          0
    0.056144 6.591796875    -45.592      4.843 45.8485017530562     149.99       26.3
    0.077132 6.591796875     -45.82      5.019 46.094064270793     149.96          0
    0.105966 6.6064453125    -45.829      5.417 46.1480349527474     149.99      26.32
    0.145579 6.5966796875    -45.856      5.711 46.2102613820783     150.07      25.93
         0.2 6.5966796875    -45.939      5.042 46.2148621657579        150       26.2
