[PARAMETERS]
DW=1E-007
TAU=0.0001
TD=4096
BS=4096
NS=2048
NSC=2048
FR=56.210000
GAIN=4.974204
D0=0.05
D1=5E-006
D2=1.2E-005
D3=2.5E-005
D4=1E-005
D5=2E-005
D6=0.0006
D7=0.001
D8=0.001
D9=0.03
C0=1
SEGTD=0
SEGOFF=0
SEGNUM=0
[ADDITIONAL]
PPFILE=ZG_three_T1_solid.PC
DATEWR=06.09.2024
TIMEWR=17:52:50
DATESTA=06.09.2024
TIMESTA=17:51:35
DATEEND=06.09.2024
TIMEEND=17:52:49
CURR_Z0=0
CURR_Z1=1
TE=-1
[VARIABLES]
_USER=Measurements
_EMAIL_F=7NMR.NMR-270-ijs.si
_ITC_H=1
_ITC_R0=110.00
_ITC_R1=110.02
_ITC_R2=108.70
_ITC_R3=  0.00
_ITC_R4=  0.02
_ITC_V= 23.75
_ITC_X=X0A1C1S00H1
_FW=100
_ORIENT=?
_THETA=0
_TITLE=?
_DESCR1=?
_DESCR2=?
_FR_LARM=56.21000000
_FR_SYNT=526.21000000
_TRIMLEV=2.4169921875
_DATE=06.09.2024
_TIME=17:51:34
_ITC_DIR=I2
[PPFILE]
; three pulses for T_1 experiment

DELAY 1m
PULSE [GT] 3u
PULSE [PHL3,GT] D2
DELAY D5-3u
PULSE [GT] 3u
PULSE [PHL1,GT] D1
DELAY TAU-3u
PULSE [GT] 3u
PULSE [PHL2,GT] D1
DELAY TAU-D3
PULSE [TR] 1u+DW
DELAY D9
STOP

PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y] [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
PHL 2 [+Y] [-Y] [-Y] [+Y] [-X] [+X] [+X] [-X] [+X] [-X] [-X] [+X] [-Y] [+Y] [+Y] [-Y]
PHL 3 [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [+X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] [-X] 
[-X] [-X] [-X] [-X]
!RLS +X-X+X-X+Y-Y+Y-Y-X+X-X+X-Y+Y-Y+Y

;PHL 1 [+X] [-X] [+X] [-X]
;PHL 2 [+Y] [-Y] [-Y] [+Y]
;PHL 3 [+X] [-X] [+X] [-X]
;!RLS +X-X+X-X

;PHL 1 [+X] [-X] [+X] [-X] [+Y] [-Y] [+Y] [-Y]
;PHL 2 [+Y] [-Y] [-Y] [+Y] [-Y] [+Y] [+Y] [-Y]
;PHL 3 [+X] [-X] [-X] [+X] [+X] [-X] [-X] [+X]
;!RLS +X-X+X-X-Y+Y-Y+Y
[DATA]
 0.0002961  0.0000546
 0.0003061  0.0001070
 0.0003275  0.0001462
 0.0001925  0.0000857
 0.0000821  0.0000106
 0.0000164 -0.0000946
 0.0000055 -0.0000910
-0.0001377 -0.0002275
-0.0001392 -0.0002360
-0.0001253 -0.0000839
-0.0001650 -0.0000123
-0.0000954  0.0000493
-0.0000713  0.0001526
-0.0001398  0.0001756
-0.0000807  0.0001321
-0.0001110  0.0000643
-0.0001787  0.0001477
-0.0001187  0.0001705
-0.0000966  0.0001463
-0.0000526  0.0001842
-0.0000011  0.0001476
 0.0000805  0.0000798
 0.0001125  0.0000675
 0.0003729  0.0000291
 0.0003757  0.0000171
 0.0005124  0.0000125
 0.0005530  0.0000298
 0.0004564  0.0000692
 0.0003921  0.0001671
 0.0002853  0.0001597
 0.0001461  0.0000868
 0.0001083  0.0000179
 0.0000856  0.0000431
 0.0000376 -0.0001537
 0.0000180 -0.0002437
 0.0000939 -0.0004250
 0.0000854 -0.0006675
