          D5   _TRIMLEV       INTR       INTI     INTABS    _ITC_R1     _ITC_V
      2E-005 4.2041015625     10.311      -7.62 12.821120114873     125.02      25.07
  2.7476E-005 4.228515625     10.212     -7.692 12.7848272573391     125.07      24.87
  3.7748E-005 4.1259765625     10.314     -7.279 12.6238835942035     125.01      25.08
  5.1859E-005 4.2431640625      9.708       -7.2 12.0865737080448     125.02         25
  7.1245E-005 4.248046875      9.214     -7.032 11.5908075646177        125      25.05
  9.7878E-005  4.2578125      8.681     -6.446 10.812524080898     125.04      24.83
  0.000134467  4.2578125       7.87     -5.775 9.76153292265103     125.04      24.88
  0.000184734  4.2578125      6.824     -5.229 8.59705862490189     125.06          0
  0.000253792 4.2529296875      5.534      -4.08 6.87543133192384     125.03       24.9
  0.000348666 4.2529296875      3.923     -2.263 4.52891797231966     124.98      25.02
  0.000479005 4.2626953125      1.666     -0.992 1.93897395547233     125.01      24.96
    0.000658 4.2626953125     -1.484      1.246 1.93772340647472      125.1      24.64
    0.000904 4.306640625     -5.551      4.349 7.05176587813294     125.04      24.85
    0.001242   4.296875    -10.327      7.738 12.9044013034313     125.01      24.92
    0.001706 4.31640625    -13.874     10.354 17.3116490260171        125          0
    0.002344 4.2919921875    -19.296     14.795 24.3151730612801     124.98      25.05
    0.003221 4.248046875    -22.937     17.009 28.5554206762919     124.99         25
    0.004424 4.2333984375    -27.842     19.971 34.2639432202425     124.95      25.16
    0.006078 4.2138671875    -32.307     22.559 39.403689294278     124.99      25.12
    0.008351 4.228515625    -37.118     24.963 44.7313904657568        125      25.03
    0.011472 4.169921875    -41.173     27.211 49.3523499947064        125      24.96
    0.015761 4.23828125    -43.829     28.648 52.3611415555467     124.97       25.1
    0.021653 4.2626953125      -45.9      29.98 54.8234475384392        125      25.04
    0.029747  4.2578125    -46.603     30.775 55.8474729419335     125.03       24.9
    0.040867 4.1552734375    -47.094     31.888 56.8743297103359     125.01      24.96
    0.056144 4.0869140625    -47.479     32.189 57.3618964295986     125.01      24.95
    0.077132 4.1552734375    -46.461      32.83 56.8896600534754        125      25.03
    0.105966 4.1259765625    -46.122     32.638 56.5020170259434     125.03      24.84
    0.145579 4.1552734375    -46.676     32.342 56.786036487855     125.01      24.96
         0.2 4.1357421875    -47.023      32.58 57.2068084147333     125.02      24.88
