tau(s);Signal(a.u.)
5e-05;9406.314137539053
0.0001;8284.77586656934
0.00015;7129.764865366267
0.0002;6185.249795500464
0.00025;5367.041276408873
0.0003;4653.304488534597
0.00035;4039.10627514106
0.0004;3531.269243179976
0.00045;3081.7058785315176
0.0005;2656.0510368453893
0.00055;2344.5567414645047
0.0006;2047.8170233475803
0.00065;1776.102932959389
0.0007;1533.4781841586362
0.00075;1342.1892838607137
0.0008;1169.9922385064588
0.00085;1009.6827834492265
0.0009;934.9354004120407
0.00095;782.2758752613366
0.001;667.531457527481
0.00105;590.5186049735305
0.0011;528.0759340051981
0.00115;450.6502646344336
0.0012;382.14089067498446
0.00125;342.5460285469663
0.0013;297.6019888101653
0.00135;253.89703300016234
0.0014;180.12197391225195
0.00145;201.41745781704043
0.0015;175.3714747126811
