tau(s);Signal(a.u.)
4e-05;1799.0074474115613
4.8e-05;1127.456625826502
5.6e-05;1364.4928632004521
6.4e-05;1216.9270736718893
7.2e-05;1091.6166743266733
8e-05;977.1164525089127
8.8e-05;867.6760746759866
9.6e-05;784.8715341680879
0.000104;700.3035402812612
0.000112;643.8182436911957
0.00012;581.1840411604612
0.000128;526.1921878785755
0.000136;475.72488316820204
0.000144;433.06520268082625
0.000152;399.4943268997021
0.00016;361.00492052626964
0.000168;332.3534037438801
0.000176;310.5590330068563
0.000184;274.7230251305292
0.000192;266.1758522283022
0.0002;239.63695622789214
